vendorid,drivertip,mtatax,distance,numpassengers,tollamount,paymentmethod,ratecode,storedflag,extracharges,totalamount,deliv_time_spent
2.0,0.0,0.5,10.58,2.0,5.76,2.0,1.0,N,0.5,37.06,19.666666666666668
2.0,1.86,0.5,0.68,3.0,0.0,1.0,1.0,N,0.0,11.16,12.0
2.0,0.0,0.5,4.24,1.0,0.0,2.0,1.0,N,0.5,17.8,18.916666666666668
2.0,0.96,0.5,0.47,1.0,0.0,1.0,1.0,N,0.5,5.76,1.9
1.0,3.55,0.5,5.2,1.0,0.0,1.0,1.0,N,0.0,21.35,14.8
1.0,0.0,0.5,1.1,1.0,0.0,2.0,1.0,N,1.0,9.8,10.35
2.0,2.8,0.5,1.28,2.0,0.0,1.0,1.0,N,0.5,10.6,6.566666666666666
2.0,4.89,0.5,2.56,1.0,0.0,1.0,1.0,N,0.0,21.19,23.75
1.0,0.0,0.5,1.6,1.0,0.0,2.0,1.0,N,0.5,8.8,7.833333333333333
2.0,5.39,0.5,3.74,1.0,5.76,1.0,1.0,N,0.5,26.95,18.516666666666666
2.0,2.26,0.5,0.72,3.0,0.0,1.0,1.0,N,0.0,13.56,15.983333333333333
2.0,2.32,0.5,1.76,1.0,0.0,1.0,1.0,N,0.0,11.62,9.583333333333334
2.0,1.56,0.5,0.87,1.0,0.0,1.0,1.0,N,1.0,9.36,6.3
2.0,7.81,0.5,10.79,1.0,5.76,1.0,1.0,N,0.5,46.87,21.766666666666666
1.0,3.05,0.5,2.5,1.0,0.0,1.0,1.0,N,0.0,18.35,20.633333333333333
2.0,1.0,0.5,2.19,5.0,0.0,1.0,1.0,N,0.0,12.8,12.066666666666666
2.0,1.76,0.5,0.92,1.0,0.0,1.0,1.0,N,0.0,10.56,10.866666666666667
1.0,2.0,0.5,2.7,1.0,0.0,1.0,1.0,N,0.0,19.8,25.883333333333333
1.0,1.0,0.5,0.8,1.0,0.0,1.0,1.0,N,0.0,8.8,7.566666666666666
1.0,1.0,0.5,1.8,1.0,0.0,1.0,1.0,N,1.0,12.3,10.6
1.0,1.05,0.5,0.4,1.0,0.0,1.0,1.0,N,0.0,5.35,2.1333333333333333
2.0,1.3,0.5,2.54,1.0,0.0,1.0,1.0,N,0.0,12.1,9.583333333333334
2.0,0.0,0.5,0.57,1.0,0.0,1.0,1.0,N,0.0,7.3,7.816666666666666
2.0,0.7,0.5,1.41,2.0,0.0,1.0,1.0,N,0.0,9.0,8.016666666666667
2.0,0.0,0.5,1.54,1.0,0.0,2.0,1.0,N,1.0,11.3,11.416666666666666
2.0,0.0,0.5,6.09,1.0,0.0,2.0,1.0,N,0.0,23.3,23.233333333333334
1.0,1.0,0.5,1.5,1.0,0.0,1.0,1.0,N,1.0,10.3,8.55
2.0,0.0,0.5,6.12,1.0,0.0,2.0,1.0,N,1.0,22.8,23.483333333333334
1.0,2.0,0.5,0.9,1.0,0.0,1.0,1.0,N,0.5,8.3,3.9833333333333334
1.0,1.35,0.5,0.6,1.0,0.0,1.0,1.0,N,1.0,8.15,4.45
2.0,3.06,0.5,1.58,1.0,0.0,1.0,1.0,N,0.0,18.36,23.583333333333332
1.0,0.0,0.5,4.9,1.0,0.0,2.0,1.0,N,0.0,22.8,27.55
1.0,2.15,0.5,1.1,1.0,0.0,1.0,1.0,Y,0.0,12.95,14.766666666666667
1.0,2.05,0.5,1.2,1.0,0.0,1.0,1.0,N,0.5,10.35,6.9
2.0,1.86,0.5,1.48,1.0,0.0,1.0,1.0,N,0.0,11.16,9.183333333333334
1.0,0.0,0.5,1.4,1.0,0.0,2.0,1.0,N,0.0,11.3,14.6
1.0,1.0,0.5,1.1,1.0,0.0,1.0,1.0,N,0.0,8.3,7.016666666666667
2.0,3.0,0.5,6.17,5.0,0.0,1.0,1.0,N,0.0,30.8,37.21666666666667
2.0,1.0,0.5,1.31,2.0,0.0,1.0,1.0,N,0.5,9.8,7.75
2.0,1.96,0.5,1.65,1.0,0.0,1.0,1.0,N,0.5,11.76,9.883333333333333
2.0,2.66,0.5,2.4,2.0,0.0,1.0,1.0,N,1.0,15.96,15.1
1.0,2.0,0.5,1.6,2.0,0.0,1.0,1.0,N,0.0,17.8,23.733333333333334
2.0,1.5,0.5,1.86,2.0,0.0,1.0,1.0,N,0.0,10.3,7.6
2.0,0.0,0.5,1.37,5.0,0.0,2.0,1.0,N,0.0,9.8,11.716666666666667
2.0,0.0,0.5,6.68,5.0,0.0,1.0,1.0,N,0.5,27.3,29.016666666666666
1.0,1.35,0.5,1.1,1.0,0.0,1.0,1.0,N,0.5,8.15,5.183333333333334
1.0,3.0,0.5,8.2,1.0,2.64,1.0,1.0,N,0.0,36.94,35.86666666666667
2.0,7.7,0.5,9.34,1.0,0.0,1.0,1.0,N,0.0,44.5,44.766666666666666
2.0,6.9,0.5,3.32,2.0,0.0,1.0,1.0,N,0.5,20.7,13.05
1.0,0.0,0.5,13.7,2.0,5.76,2.0,2.0,N,0.0,58.56,79.01666666666667
1.0,0.0,0.5,0.6,1.0,0.0,2.0,1.0,N,0.0,5.3,3.0833333333333335
2.0,6.56,0.5,3.47,1.0,0.0,1.0,1.0,N,0.0,39.36,56.233333333333334
1.0,0.0,0.5,1.4,1.0,0.0,2.0,1.0,N,0.0,9.3,9.35
2.0,2.16,0.5,2.36,1.0,0.0,1.0,1.0,N,0.0,12.96,11.3
1.0,0.0,0.5,0.6,2.0,0.0,2.0,1.0,N,0.0,6.8,6.533333333333333
1.0,1.35,0.5,1.0,1.0,0.0,1.0,1.0,N,0.0,8.15,5.283333333333333
1.0,1.55,0.5,0.9,1.0,0.0,1.0,1.0,N,0.0,7.85,5.55
2.0,2.66,0.5,2.26,1.0,0.0,1.0,1.0,N,0.0,15.96,17.25
2.0,7.06,0.5,10.67,1.0,0.0,1.0,1.0,N,1.0,42.36,38.78333333333333
1.0,0.0,0.5,1.1,1.0,0.0,2.0,1.0,N,1.0,10.8,12.3
1.0,1.0,0.5,0.7,1.0,0.0,1.0,1.0,N,0.5,6.3,2.316666666666667
2.0,0.0,0.5,3.64,6.0,0.0,2.0,1.0,N,0.0,17.3,21.7
2.0,0.0,0.5,1.64,1.0,0.0,2.0,1.0,N,0.0,8.8,8.916666666666666
2.0,2.26,0.5,1.6,3.0,0.0,1.0,1.0,N,1.0,13.56,12.0
1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,N,1.0,8.3,5.783333333333333
2.0,0.0,0.5,4.65,1.0,0.0,1.0,1.0,N,0.0,22.8,32.05
1.0,1.3,0.5,0.7,1.0,0.0,1.0,1.0,N,0.0,6.6,3.2666666666666666
1.0,1.55,0.5,1.1,1.0,0.0,1.0,1.0,N,0.0,9.35,8.1
2.0,4.58,0.5,1.15,2.0,0.0,1.0,1.0,N,0.0,22.88,30.233333333333334
2.0,0.0,0.5,0.0,0.0,0.0,1.0,5.0,N,0.0,18.3,0.15
2.0,1.66,0.5,0.42,1.0,0.0,1.0,1.0,N,0.0,9.96,9.883333333333333
1.0,0.0,0.5,0.3,1.0,0.0,2.0,1.0,N,0.0,4.3,1.4666666666666666
1.0,0.0,0.5,3.5,1.0,0.0,2.0,1.0,N,1.0,18.8,24.25
1.0,1.75,0.5,2.1,1.0,0.0,1.0,1.0,N,0.0,10.55,6.6
1.0,1.5,0.5,2.3,2.0,0.0,1.0,1.0,N,1.0,13.8,11.233333333333333
1.0,2.65,0.5,2.6,1.0,0.0,1.0,1.0,N,0.5,15.95,14.033333333333333
1.0,0.0,0.5,0.6,2.0,0.0,2.0,1.0,N,1.0,7.8,7.333333333333333
2.0,2.96,0.5,3.26,4.0,0.0,1.0,1.0,N,0.5,17.76,14.466666666666667
1.0,1.65,0.5,1.0,1.0,0.0,1.0,1.0,N,0.5,9.95,8.066666666666666
2.0,1.2,0.5,2.51,1.0,0.0,1.0,1.0,N,0.5,12.0,9.1
1.0,0.0,0.5,1.2,2.0,0.0,2.0,1.0,N,0.0,9.8,12.85
1.0,1.17,0.5,1.0,4.0,0.0,1.0,1.0,N,0.5,8.97,6.75
2.0,1.56,0.5,1.43,1.0,0.0,1.0,1.0,N,0.0,9.36,6.85
1.0,1.15,0.5,0.5,1.0,0.0,1.0,1.0,N,0.5,6.95,4.233333333333333
2.0,0.0,0.5,1.45,6.0,0.0,2.0,1.0,N,0.5,8.3,7.65
2.0,0.0,0.5,2.49,5.0,0.0,2.0,1.0,N,1.0,11.3,8.7
1.0,0.0,0.5,0.6,1.0,0.0,2.0,1.0,N,1.0,6.8,4.816666666666666
2.0,2.04,0.5,1.43,2.0,0.0,1.0,1.0,N,0.0,8.84,4.866666666666666
2.0,4.0,0.5,7.78,1.0,0.0,1.0,1.0,N,0.0,30.8,30.1
1.0,0.0,0.5,1.7,1.0,0.0,1.0,1.0,N,0.5,12.3,15.016666666666667
1.0,2.95,0.5,3.5,1.0,0.0,1.0,1.0,N,0.0,17.75,18.183333333333334
2.0,1.0,0.5,1.68,1.0,0.0,1.0,1.0,N,0.0,13.3,16.066666666666666
1.0,0.6,0.5,0.5,1.0,0.0,1.0,1.0,N,0.0,6.4,4.433333333333334
2.0,12.61,0.5,0.0,1.0,5.76,1.0,2.0,N,4.5,75.67,1.7333333333333334
2.0,1.86,0.5,1.46,2.0,0.0,1.0,1.0,N,0.5,11.16,8.616666666666667
2.0,16.95,0.5,24.99,5.0,0.0,1.0,1.0,N,0.5,84.75,39.166666666666664
2.0,1.0,0.5,1.06,1.0,0.0,1.0,1.0,N,0.0,7.8,5.883333333333334
1.0,3.25,0.5,3.0,2.0,0.0,1.0,1.0,N,0.0,19.55,20.666666666666668
2.0,1.5,0.5,3.6,1.0,0.0,1.0,1.0,N,0.0,16.8,15.15
1.0,0.0,0.5,18.1,2.0,5.76,2.0,2.0,N,4.5,63.06,93.75
1.0,1.5,0.5,0.8,1.0,0.0,1.0,1.0,N,0.0,9.3,8.85
1.0,2.2,0.5,0.7,2.0,0.0,1.0,1.0,N,0.0,11.0,11.116666666666667
1.0,2.85,0.5,3.2,1.0,0.0,1.0,1.0,N,0.5,17.15,14.383333333333333
1.0,1.06,0.5,0.8,1.0,0.0,1.0,1.0,N,0.0,6.36,3.1
2.0,1.56,0.5,0.85,1.0,0.0,1.0,1.0,N,0.0,9.36,8.633333333333333
2.0,2.0,0.5,8.39,3.0,0.0,1.0,1.0,N,0.5,33.3,31.283333333333335
2.0,1.02,0.5,0.07,1.0,0.0,1.0,1.0,N,0.0,7.82,7.733333333333333
1.0,0.0,0.5,2.2,1.0,0.0,2.0,1.0,Y,0.0,12.8,16.833333333333332
1.0,8.19,0.5,6.9,1.0,0.0,1.0,1.0,N,0.0,35.49,31.033333333333335
2.0,3.86,0.5,5.04,5.0,0.0,1.0,1.0,N,0.5,23.16,20.533333333333335
1.0,3.05,0.5,2.5,1.0,0.0,1.0,1.0,N,1.0,15.35,10.766666666666667
1.0,0.0,0.5,0.6,1.0,0.0,2.0,1.0,N,0.0,5.8,5.533333333333333
2.0,1.2,0.5,1.62,1.0,0.0,1.0,1.0,N,1.0,11.5,9.15
2.0,1.46,0.5,1.36,2.0,0.0,1.0,1.0,N,0.0,8.76,5.933333333333334
2.0,3.69,0.5,1.37,1.0,0.0,1.0,1.0,N,1.0,15.99,15.55
1.0,2.0,0.5,1.3,1.0,0.0,1.0,1.0,N,0.5,9.8,6.233333333333333
2.0,0.0,0.5,0.89,1.0,0.0,2.0,1.0,N,0.0,5.8,5.566666666666666
2.0,0.0,0.5,5.28,1.0,0.0,2.0,1.0,N,0.5,25.3,33.516666666666666
1.0,1.5,0.5,1.7,1.0,0.0,1.0,1.0,N,0.0,10.8,8.933333333333334
2.0,3.0,0.5,2.36,1.0,0.0,1.0,1.0,N,0.0,18.8,22.316666666666666
2.0,0.0,0.5,0.79,6.0,0.0,2.0,1.0,N,0.0,6.8,6.383333333333334
2.0,2.94,0.5,1.78,1.0,0.0,1.0,1.0,N,0.5,12.74,9.05
2.0,1.0,0.5,0.91,1.0,0.0,1.0,1.0,N,0.0,8.3,6.983333333333333
2.0,2.58,0.5,1.93,1.0,0.0,1.0,1.0,N,0.5,12.88,9.216666666666667
1.0,1.0,0.5,1.4,1.0,0.0,1.0,1.0,N,0.0,12.8,15.683333333333334
1.0,1.86,0.5,1.4,1.0,0.0,1.0,1.0,N,0.5,11.16,8.9
2.0,1.06,0.5,0.4,1.0,0.0,1.0,1.0,N,0.0,6.36,4.15
2.0,1.0,0.5,0.65,1.0,0.0,1.0,1.0,N,0.0,6.8,4.25
2.0,1.44,0.5,0.3,4.0,0.0,1.0,1.0,N,0.5,6.24,1.6
1.0,4.55,0.5,4.4,1.0,0.0,1.0,1.0,N,1.0,22.85,19.116666666666667
2.0,0.0,0.5,15.69,1.0,5.76,2.0,2.0,N,0.0,58.56,62.166666666666664
1.0,1.0,0.5,1.9,1.0,0.0,1.0,1.0,N,1.0,14.8,17.133333333333333
2.0,0.0,0.5,1.39,1.0,0.0,2.0,1.0,N,0.0,8.3,8.5
1.0,1.75,0.5,1.8,1.0,0.0,1.0,1.0,N,0.5,10.55,6.45
1.0,2.15,0.5,1.2,1.0,0.0,1.0,1.0,N,0.0,12.95,14.2
2.0,1.5,0.5,2.02,1.0,0.0,1.0,1.0,N,0.5,12.8,11.2
1.0,0.0,0.5,1.0,1.0,0.0,2.0,1.0,N,0.0,7.3,6.916666666666667
2.0,3.36,0.5,3.94,1.0,0.0,1.0,1.0,N,1.0,20.16,18.133333333333333
2.0,0.03,0.5,0.48,2.0,0.0,1.0,1.0,N,0.0,5.83,5.3
1.0,6.05,0.5,2.9,1.0,0.0,1.0,1.0,N,0.0,26.35,31.683333333333334
2.0,1.0,0.5,1.1,1.0,0.0,1.0,1.0,N,0.0,11.8,15.483333333333333
2.0,1.2,0.5,0.31,1.0,0.0,1.0,1.0,N,0.0,6.0,2.783333333333333
1.0,5.0,0.5,16.4,2.0,5.76,1.0,2.0,N,4.5,68.06,60.416666666666664
1.0,2.15,0.5,1.2,2.0,0.0,1.0,1.0,N,1.0,12.95,11.9
1.0,1.5,0.5,1.1,1.0,0.0,1.0,1.0,Y,0.0,13.3,16.55
2.0,1.86,0.5,0.67,3.0,0.0,1.0,1.0,N,1.0,11.16,9.85
2.0,0.0,0.5,1.7,1.0,0.0,2.0,1.0,N,0.0,15.8,24.1
2.0,1.26,0.5,0.7,3.0,0.0,1.0,1.0,N,0.0,7.56,5.7
2.0,2.06,0.5,1.86,6.0,0.0,1.0,1.0,N,0.5,12.36,10.316666666666666
2.0,2.32,0.5,1.55,1.0,0.0,1.0,1.0,N,0.5,11.62,8.733333333333333
1.0,1.65,0.5,1.1,1.0,0.0,1.0,1.0,N,0.0,9.95,8.916666666666666
1.0,11.0,0.5,12.0,1.0,5.76,1.0,1.0,N,0.0,55.06,35.733333333333334
1.0,3.75,0.5,3.4,1.0,0.0,1.0,1.0,N,0.0,25.55,32.45
1.0,1.0,0.5,0.6,1.0,0.0,1.0,1.0,N,0.0,6.3,2.9833333333333334
2.0,1.26,0.5,0.91,4.0,0.0,1.0,1.0,N,0.5,7.56,3.55
1.0,0.0,0.5,5.1,1.0,0.0,2.0,1.0,N,0.5,19.8,19.816666666666666
2.0,0.0,0.5,3.94,1.0,0.0,2.0,1.0,N,0.0,16.8,18.15
1.0,0.0,0.5,0.7,1.0,0.0,2.0,1.0,N,0.0,5.8,4.05
2.0,0.0,0.5,4.04,2.0,0.0,2.0,1.0,N,0.0,18.3,24.0
2.0,1.86,0.5,1.39,2.0,0.0,1.0,1.0,N,0.5,11.16,10.116666666666667
1.0,2.0,0.5,1.0,1.0,0.0,1.0,1.0,N,1.0,10.8,7.75
1.0,2.05,0.5,1.7,1.0,0.0,1.0,1.0,N,0.0,12.35,10.3
1.0,13.0,0.0,16.4,1.0,12.5,1.0,3.0,N,0.0,96.8,69.36666666666666
2.0,0.0,0.5,1.87,1.0,0.0,2.0,1.0,N,0.0,12.8,17.2
2.0,4.36,0.5,2.68,1.0,0.0,1.0,1.0,N,1.0,26.16,32.666666666666664
2.0,0.0,0.5,0.59,5.0,0.0,2.0,1.0,N,0.0,5.8,5.75
2.0,10.56,0.5,18.11,1.0,0.0,1.0,2.0,N,0.0,63.36,63.45
1.0,0.0,0.5,1.5,2.0,0.0,2.0,1.0,N,1.0,10.3,10.3
1.0,2.05,0.5,1.6,1.0,0.0,1.0,1.0,N,0.5,12.35,9.583333333333334
2.0,0.0,0.5,10.59,5.0,5.76,2.0,1.0,N,0.0,49.06,57.63333333333333
2.0,2.46,0.5,2.11,1.0,0.0,1.0,1.0,N,1.0,14.76,11.8
2.0,0.88,0.5,1.03,2.0,0.0,1.0,1.0,N,0.5,8.18,5.483333333333333
2.0,1.56,0.5,0.48,1.0,0.0,1.0,1.0,N,1.0,9.36,7.15
2.0,7.31,0.5,9.48,4.0,5.76,1.0,1.0,N,0.0,43.87,27.983333333333334
1.0,1.0,0.5,2.2,1.0,0.0,1.0,1.0,N,0.0,12.8,13.916666666666666
2.0,3.16,0.5,4.0,1.0,0.0,1.0,1.0,N,0.5,18.96,14.616666666666667
1.0,0.0,0.5,2.4,1.0,0.0,2.0,1.0,N,0.0,11.8,12.316666666666666
2.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,N,0.0,6.3,3.55
1.0,0.0,0.5,10.4,1.0,5.76,2.0,1.0,N,0.0,36.06,18.65
1.0,2.8,0.5,1.9,1.0,0.0,1.0,1.0,N,1.0,14.1,11.216666666666667
2.0,1.76,0.5,0.7,2.0,0.0,1.0,1.0,N,1.0,10.56,8.483333333333333
1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,N,0.0,6.3,3.683333333333333
1.0,1.25,0.5,0.8,2.0,0.0,1.0,1.0,N,0.0,7.55,5.2
2.0,1.4,0.5,1.06,1.0,0.0,1.0,1.0,N,0.5,9.7,8.533333333333333
2.0,3.06,0.5,2.93,1.0,0.0,1.0,1.0,N,0.0,18.36,20.7
2.0,1.0,0.5,2.37,1.0,0.0,1.0,1.0,N,0.0,13.3,13.7
2.0,11.46,0.5,19.79,6.0,0.0,1.0,2.0,N,4.5,68.76,67.31666666666666
1.0,1.7,0.5,6.7,1.0,0.0,1.0,1.0,N,0.5,25.0,21.616666666666667
1.0,3.06,0.5,3.0,1.0,0.0,1.0,1.0,N,0.0,18.36,18.866666666666667
1.0,0.0,0.5,0.7,1.0,0.0,2.0,1.0,N,0.0,7.3,7.483333333333333
2.0,5.0,0.5,9.57,1.0,5.76,1.0,1.0,N,0.0,43.56,34.416666666666664
2.0,0.0,0.5,19.38,1.0,0.0,2.0,1.0,N,0.5,52.3,24.9
1.0,1.8,0.5,0.7,1.0,0.0,1.0,1.0,N,0.0,9.1,7.416666666666667
2.0,0.0,0.5,4.52,1.0,0.0,2.0,1.0,N,1.0,27.3,40.81666666666667
1.0,2.18,0.5,1.5,1.0,0.0,1.0,1.0,N,0.0,23.98,36.56666666666667
1.0,0.0,0.5,1.2,1.0,0.0,2.0,1.0,N,0.5,7.3,4.8
1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,N,0.0,7.8,6.166666666666667
1.0,5.65,0.5,5.9,1.0,0.0,1.0,1.0,N,0.0,33.95,39.166666666666664
2.0,1.0,0.5,1.33,1.0,0.0,1.0,1.0,N,1.0,11.3,9.883333333333333
2.0,1.96,0.5,1.92,2.0,0.0,1.0,1.0,N,0.5,11.76,9.4
2.0,6.0,0.5,21.11,1.0,5.76,1.0,2.0,N,4.5,69.06,64.86666666666666
2.0,0.0,0.5,1.24,5.0,0.0,2.0,1.0,N,1.0,12.3,15.666666666666666
2.0,10.0,0.0,13.06,1.0,10.5,1.0,3.0,N,0.0,75.8,28.95
2.0,8.51,0.5,10.57,1.0,5.76,1.0,1.0,N,0.0,51.07,46.88333333333333
2.0,0.0,0.5,1.91,1.0,0.0,2.0,1.0,N,0.0,14.3,20.516666666666666
1.0,1.45,0.5,1.3,1.0,0.0,1.0,1.0,N,0.5,8.75,4.033333333333333
1.0,1.35,0.5,0.8,1.0,0.0,1.0,1.0,N,0.0,8.15,6.183333333333334
2.0,2.56,0.5,2.5,2.0,0.0,1.0,1.0,N,1.0,15.36,13.333333333333334
2.0,2.16,0.5,1.19,1.0,0.0,1.0,1.0,N,0.0,12.96,14.283333333333333
2.0,3.86,0.5,3.23,1.0,0.0,1.0,1.0,N,0.0,23.16,28.833333333333332
2.0,0.0,0.5,0.76,6.0,0.0,2.0,1.0,N,0.5,6.3,3.95
2.0,3.36,0.5,4.01,5.0,0.0,1.0,1.0,N,0.5,20.16,17.25
2.0,3.76,0.5,4.29,2.0,0.0,1.0,1.0,N,0.0,22.56,1402.9666666666667
2.0,2.0,0.5,1.36,1.0,0.0,1.0,1.0,N,1.0,13.3,12.65
2.0,0.0,0.5,2.68,1.0,0.0,2.0,1.0,N,0.0,16.3,23.15
2.0,0.0,0.5,0.76,1.0,0.0,2.0,1.0,N,0.0,6.3,5.933333333333334
2.0,2.86,0.5,1.28,1.0,0.0,1.0,1.0,N,0.0,17.16,21.616666666666667
2.0,2.16,0.5,2.22,1.0,0.0,1.0,1.0,N,0.5,12.96,10.316666666666666
2.0,2.0,0.5,1.43,2.0,0.0,1.0,1.0,N,1.0,12.3,10.783333333333333
1.0,0.0,0.5,1.8,1.0,0.0,2.0,1.0,N,0.0,13.3,17.716666666666665
1.0,1.25,0.5,0.8,1.0,0.0,1.0,1.0,N,0.5,7.55,3.8666666666666667
1.0,2.7,0.5,2.6,1.0,0.0,1.0,1.0,N,0.0,13.5,8.866666666666667
1.0,3.75,0.5,3.2,1.0,0.0,1.0,1.0,N,0.0,22.55,26.7
2.0,3.56,0.5,3.23,1.0,0.0,1.0,1.0,N,1.0,21.36,22.833333333333332
2.0,0.96,0.5,0.32,1.0,0.0,1.0,1.0,N,0.5,5.76,1.4833333333333334
2.0,1.2,0.5,0.0,2.0,0.0,1.0,1.0,N,0.0,6.0,3.75
2.0,0.0,0.5,0.33,4.0,0.0,2.0,1.0,N,0.0,5.8,5.216666666666667
1.0,1.75,0.5,3.6,1.0,0.0,1.0,1.0,N,0.0,17.05,16.866666666666667
2.0,0.0,0.5,1.2,1.0,0.0,2.0,1.0,N,0.0,7.8,7.85
1.0,0.0,0.5,5.9,2.0,0.0,2.0,1.0,N,0.0,28.3,40.333333333333336
1.0,1.0,0.5,1.7,1.0,0.0,1.0,1.0,N,0.0,10.3,8.866666666666667
2.0,0.0,0.5,0.36,6.0,0.0,2.0,1.0,N,1.0,6.3,4.383333333333334
2.0,0.0,0.5,21.46,1.0,5.76,2.0,1.0,N,0.5,64.06,30.333333333333332
2.0,3.39,0.5,1.97,6.0,0.0,1.0,1.0,N,0.0,14.69,12.566666666666666
2.0,0.0,0.5,1.85,1.0,0.0,2.0,1.0,N,0.0,13.8,18.716666666666665
1.0,0.0,0.5,1.1,1.0,0.0,2.0,1.0,N,0.0,9.3,11.116666666666667
2.0,1.0,0.5,1.32,1.0,0.0,1.0,1.0,N,0.0,12.8,15.916666666666666
2.0,0.0,0.5,3.07,1.0,0.0,2.0,1.0,N,0.0,20.3,31.5
2.0,0.0,0.5,1.6,1.0,0.0,2.0,1.0,N,0.5,8.8,6.816666666666666
1.0,0.0,0.5,4.6,1.0,0.0,2.0,1.0,N,0.0,20.8,25.433333333333334
1.0,1.65,0.5,0.7,1.0,0.0,1.0,1.0,N,1.0,9.95,7.883333333333334
1.0,5.0,0.5,11.1,1.0,5.76,1.0,1.0,N,0.0,47.06,38.65
2.0,0.0,0.5,1.77,1.0,0.0,2.0,1.0,N,0.0,9.3,9.283333333333333
2.0,1.32,0.5,1.4,1.0,0.0,1.0,1.0,N,0.0,10.12,9.133333333333333
2.0,0.0,0.5,3.29,2.0,0.0,2.0,1.0,N,0.5,14.3,12.633333333333333
2.0,2.64,0.5,1.36,1.0,0.0,1.0,1.0,N,0.0,11.44,9.533333333333333
2.0,0.0,0.5,1.55,5.0,0.0,2.0,1.0,N,1.0,11.3,12.8
2.0,10.54,0.5,20.09,1.0,5.76,1.0,2.0,N,0.0,69.1,48.15
1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,N,0.0,9.8,10.433333333333334
1.0,0.0,0.5,17.5,1.0,0.0,2.0,1.0,N,0.5,48.8,24.866666666666667
1.0,0.0,0.5,1.6,1.0,0.0,2.0,1.0,N,1.0,10.3,10.633333333333333
1.0,0.0,0.5,18.9,1.0,0.0,2.0,1.0,N,1.0,53.8,34.15
2.0,2.64,0.5,0.82,2.0,0.0,1.0,1.0,N,0.0,11.44,10.8
1.0,2.35,0.5,1.8,1.0,0.0,1.0,1.0,N,0.5,14.15,13.066666666666666
2.0,0.0,0.5,3.52,1.0,0.0,2.0,1.0,N,0.5,16.8,18.716666666666665
2.0,6.31,0.5,7.3,1.0,5.76,1.0,1.0,N,1.0,37.87,25.483333333333334
2.0,0.0,0.5,1.4,1.0,0.0,2.0,1.0,N,1.0,8.8,7.966666666666667
2.0,1.16,0.5,0.63,1.0,0.0,1.0,1.0,N,0.0,6.96,4.016666666666667
1.0,1.85,0.5,0.7,1.0,0.0,1.0,1.0,N,1.0,11.15,9.983333333333333
2.0,6.26,0.5,8.27,3.0,0.0,1.0,1.0,N,0.0,37.56,35.8
1.0,1.85,0.5,1.2,1.0,0.0,1.0,1.0,N,0.0,11.15,10.216666666666667
2.0,1.13,0.5,2.19,5.0,0.0,1.0,1.0,N,0.5,12.43,10.433333333333334
2.0,1.36,0.5,0.89,1.0,0.0,1.0,1.0,N,0.5,8.16,4.533333333333333
1.0,2.75,0.5,2.8,1.0,0.0,1.0,1.0,N,0.5,16.55,13.65
2.0,0.0,0.5,1.5,1.0,0.0,2.0,1.0,N,0.0,9.8,10.566666666666666
1.0,1.45,0.5,1.0,1.0,0.0,1.0,1.0,N,0.0,8.75,7.483333333333333
1.0,0.0,0.5,0.6,1.0,0.0,2.0,1.0,N,0.0,6.3,6.033333333333333
1.0,0.0,0.5,1.4,1.0,0.0,2.0,1.0,N,0.5,8.8,7.816666666666666
1.0,2.05,0.5,0.9,2.0,0.0,1.0,1.0,N,1.0,12.35,12.433333333333334
1.0,4.15,0.5,5.4,1.0,0.0,1.0,1.0,N,0.0,24.95,21.5
2.0,1.36,0.5,1.09,1.0,0.0,1.0,1.0,N,0.0,8.16,5.716666666666667
1.0,0.0,0.5,2.1,1.0,0.0,1.0,1.0,N,0.5,9.3,6.316666666666666
2.0,1.46,0.5,0.77,3.0,0.0,1.0,1.0,N,1.0,8.76,5.483333333333333
1.0,2.65,0.5,1.5,1.0,0.0,1.0,1.0,N,1.0,15.95,16.5
1.0,1.55,0.5,1.0,4.0,0.0,1.0,1.0,N,0.0,9.35,7.95
2.0,7.41,0.5,10.38,1.0,5.76,1.0,1.0,N,0.0,44.47,24.2
1.0,1.25,0.5,0.5,1.0,0.0,1.0,1.0,N,1.0,7.55,3.6166666666666667
2.0,10.0,0.5,15.74,2.0,5.76,1.0,2.0,N,4.5,73.06,58.36666666666667
1.0,0.0,0.5,0.4,2.0,0.0,2.0,1.0,N,0.0,5.3,4.483333333333333
2.0,1.54,0.5,1.02,6.0,0.0,1.0,1.0,N,0.0,11.84,13.0
1.0,0.0,0.5,0.4,1.0,0.0,2.0,1.0,N,0.0,4.8,2.85
2.0,1.62,0.5,2.63,5.0,0.0,1.0,1.0,N,0.5,12.42,8.3
1.0,3.8,0.5,3.2,1.0,0.0,1.0,1.0,N,0.5,19.1,16.85
1.0,1.0,0.5,0.9,2.0,0.0,1.0,1.0,N,1.0,10.8,9.75
2.0,0.0,0.5,15.21,1.0,0.0,2.0,1.0,N,1.0,43.3,34.18333333333333
1.0,1.75,0.5,1.2,1.0,0.0,1.0,1.0,N,0.0,10.55,9.433333333333334
